bikeid,user_type,gender,age,start_time,stop_time,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_station_id,start_station_name,start_zipcode,start_uhf34_neighborhood,end_station_id,end_station_name,end_zipcode,end_uhf34_neighborhood,start_sdi_score,start_percent_overweight,start_aq,end_sdi_score,end_percent_overweight,end_aq,end_borough,start_borough,start_station_count,end_station_count
38279,Subscriber,Female,32,2019-09-01T00:06:42Z,2019-09-01T00:21:05Z,40.7568001,-73.98291153,40.74937024193277,-73.99923384189606,493,W 45 St & 6 Ave,10036,Chelsea Village,3259,9 Ave & W 28 St,10001,Chelsea Village,69,38.1,10.02,70,38.1,10.02,Manhattan,Manhattan,4343,4256
27275,Subscriber,Male,32,2019-09-01T00:06:44Z,2019-09-01T00:15:08Z,40.79127,-73.964839,40.7904828,-73.95033068,3295,Central Park W & W 96 St,10025,Upper West Side,3363,E 102 St & Park Ave,10029,East Harlem,74,43.4,7.38,100,70.1,7.11,Manhattan,Manhattan,3817,845
38470,Subscriber,Male,43,2019-09-01T00:06:57Z,2019-09-01T00:27:25Z,40.72307749068673,-73.98583620786667,40.70862144,-74.00722156,3656,E 2 St & Avenue A,10009,"Union Square, Lower Manhattan",376,John St & William St,10038,"Union Square, Lower Manhattan",88,40.5,8.67,85,40.5,8.67,Manhattan,Manhattan,4505,1863
17965,Customer,Male,33,2019-09-01T00:07:04Z,2019-09-01T01:48:01Z,40.74394314,-73.97966069,40.7829391,-73.9786517,476,E 31 St & 3 Ave,10016,Upper East Side Gramercy,3360,Amsterdam Ave & W 79 St,10040,Washington Heights Inwood,42,36.5,8.98,97,64.6,7.11,Manhattan,Manhattan,5094,2483
32931,Subscriber,Male,44,2019-09-01T00:07:04Z,2019-09-01T00:18:48Z,40.72917025,-73.99810231,40.71739973,-73.98016555,161,LaGuardia Pl & W 3 St,10012,Chelsea Village,342,Columbia St & Rivington St,10002,"Union Square, Lower Manhattan",60,38.1,10.02,97,40.5,8.67,Manhattan,Manhattan,5903,2051
39849,Subscriber,Male,47,2019-09-01T00:07:19Z,2019-09-01T00:15:14Z,40.74345335,-74.00004031,40.734232,-73.986923,470,W 20 St & 8 Ave,10011,Chelsea Village,297,E 15 St & 3 Ave,10003,"Union Square, Lower Manhattan",51,38.1,10.02,49,40.5,8.67,Manhattan,Manhattan,4051,5980
33376,Subscriber,Male,29,2019-09-01T00:07:32Z,2019-09-01T00:16:32Z,40.76663814,-73.95348296,40.778301,-73.9488134,3156,E 72 St & York Ave,10021,Upper East Side Gramercy,3288,E 88 St & 1 Ave,10128,Upper East Side Gramercy,30,36.5,8.98,39,36.5,8.98,Manhattan,Manhattan,2670,1590
30255,Subscriber,Male,60,2019-09-01T00:07:36Z,2019-09-01T00:14:45Z,40.73047747,-73.99906065,40.73935542,-73.99931783,336,Sullivan St & Washington Sq,10011,Chelsea Village,482,W 15 St & 7 Ave,10011,Chelsea Village,51,38.1,10.02,51,38.1,10.02,Manhattan,Manhattan,5330,6413
16498,Customer,Unknown,50,2019-09-01T00:07:37Z,2019-09-01T00:13:58Z,40.78524672,-73.97667321,40.7919557,-73.968087,3171,Amsterdam Ave & W 82 St,10024,Upper West Side,3301,Columbus Ave & W 95 St,10025,Upper West Side,41,43.4,7.38,74,43.4,7.38,Manhattan,Manhattan,2636,3121
39826,Subscriber,Male,19,2019-09-01T00:07:53Z,2019-09-01T00:17:24Z,40.71117444,-73.99682619,40.71427487,-73.98990025,2009,Catherine St & Monroe St,10038,"Union Square, Lower Manhattan",307,Canal St & Rutgers St,10002,"Union Square, Lower Manhattan",85,40.5,8.67,97,40.5,8.67,Manhattan,Manhattan,2041,5767
26808,Subscriber,Male,35,2019-09-01T00:07:56Z,2019-09-01T00:21:44Z,40.751581,-73.97791,40.72229346,-73.99147535,517,Pershing Square South,10037,Central Harlem Morningside Heights,265,Stanton St & Chrystie St,10002,"Union Square, Lower Manhattan",97,68.7,7,97,40.5,8.67,Manhattan,Manhattan,5914,4717
25139,Customer,Male,24,2019-09-01T00:08:01Z,2019-09-01T00:16:56Z,40.751581,-73.97791,40.749156,-73.9916,517,Pershing Square South,10037,Central Harlem Morningside Heights,379,W 31 St & 7 Ave,10001,Chelsea Village,97,68.7,7,70,38.1,10.02,Manhattan,Manhattan,5914,8016
33085,Subscriber,Male,36,2019-09-01T00:08:01Z,2019-09-01T00:20:33Z,40.74290902,-73.97706058,40.74317449,-74.00366443,528,2 Ave & E 31 St,10016,Upper East Side Gramercy,434,9 Ave & W 18 St,10019,Chelsea Village,42,36.5,8.98,63,38.1,10.02,Manhattan,Manhattan,5580,3785
32668,Subscriber,Female,27,2019-09-01T00:08:11Z,2019-09-01T00:38:55Z,40.72746420692392,-73.97950418293476,40.76669671,-73.99061728,3718,E 11 St & Avenue B,10009,"Union Square, Lower Manhattan",480,W 53 St & 10 Ave,10019,Chelsea Village,88,40.5,8.67,63,38.1,10.02,Manhattan,Manhattan,4346,3318
35291,Subscriber,Male,18,2019-09-01T00:08:12Z,2019-09-01T00:19:07Z,40.7687620293096,-73.95840793848038,40.7892105,-73.94370784,3725,2 Ave & E 72 St,10021,Upper East Side Gramercy,3425,2 Ave & E 104 St,10035,East Harlem,30,36.5,8.98,100,70.1,7.11,Manhattan,Manhattan,2394,1070
39065,Subscriber,Male,38,2019-09-01T00:08:30Z,2019-09-01T00:21:59Z,40.79127,-73.964839,40.808442,-73.9452087,3295,Central Park W & W 96 St,10025,Upper West Side,3518,Lenox Ave & W 126 St,10037,Central Harlem Morningside Heights,74,43.4,7.38,97,68.7,7,Manhattan,Manhattan,3817,1405
15266,Subscriber,Male,65,2019-09-01T00:08:30Z,2019-09-01T00:17:25Z,40.7505853470215,-73.9946848154068,40.74444921,-73.98303529,3255,8 Ave & W 31 St,10001,Chelsea Village,546,E 30 St & Park Ave S,10016,Upper East Side Gramercy,70,38.1,10.02,42,36.5,8.98,Manhattan,Manhattan,10759,4132
25227,Subscriber,Female,30,2019-09-01T00:08:30Z,2019-09-01T00:15:52Z,40.76269882,-73.99301222,40.75660359,-73.9979009,495,W 47 St & 10 Ave,10036,Chelsea Village,448,W 37 St & 10 Ave,10018,Chelsea Village,69,38.1,10.02,65,38.1,10.02,Manhattan,Manhattan,3560,4747
